code,code_variant,rarity,type,life,name,color,cost,power,counter,feature,character_type,description,trigger,image
OP05-044,OP05-044,C,CHARACTER,,John Giant,Blue,8,10000,1000,Giant/Navy,Slash,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-044.png?240524
OP05-045,OP05-045,C,CHARACTER,,Stainless,Blue,4,5000,1000,Navy,Slash,[Activate: Main] You may trash 1 card from your hand and rest this Character: Place up to 1 Character with a cost of 2 or less at the bottom of the owner's deck.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-045.png?240524
OP05-046,OP05-046,C,CHARACTER,,Dalmatian,Blue,4,5000,1000,Navy,Strike,[On K.O.] Draw 1 card and place 1 card from your hand at the bottom of your deck.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-046.png?240524
OP05-047,OP05-047,C,CHARACTER,,Basil Hawkins,Blue,4,5000,1000,Animal Kingdom Pirates/Hawkins Pirates,Slash,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Block] Draw 1 card if you have 3 or less cards in your hand. Then, this Character gains +1000 power during this battle.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-047.png?240524
OP05-048,OP05-048,UC,CHARACTER,,Bastille,Blue,5,6000,1000,Navy,Slash,[DON!! x1] [When Attacking] Place up to 1 Character with a cost of 2 or less at the bottom of the owner's deck.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-048.png?240524
OP05-049,OP05-049,UC,CHARACTER,,Haccha,Blue,6,7000,-,Giant/Animal Kingdom Pirates,Strike,[DON!! x1] [When Attacking] Return up to 1 Character with a cost of 3 or less to the owner's hand.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-049.png?240524
OP05-050,OP05-050,R,CHARACTER,,Hina,Blue,3,4000,1000,Navy,Special,[On Play] Draw 1 card if you have 5 or less cards in your hand.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-050.png?240524
OP05-051,OP05-051,SR,CHARACTER,,Borsalino,Blue,7,8000,-,Navy,Special,[On Play] Place up to 1 Character with a cost of 4 or less at the bottom of the owner's deck.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-051.png?240524
OP05-051,OP05-051_p1,SR,CHARACTER,,Borsalino,Blue,7,8000,-,Navy,Special,[On Play] Place up to 1 Character with a cost of 4 or less at the bottom of the owner's deck.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-051_p1.png?240524
OP05-052,OP05-052,C,CHARACTER,,Maynard,Blue,2,2000,1000,Navy,Wisdom,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-052.png?240524
OP05-053,OP05-053,C,CHARACTER,,Mozambia,Blue,1,2000,1000,Navy,Slash,"[Your Turn] [Once Per Turn] When you draw a card outside of your Draw Phase, this Character gains +2000 power during this turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-053.png?240524
OP05-054,OP05-054,UC,CHARACTER,,Monkey.D.Garp,Blue,3,3000,2000,Navy,Strike,[On Play] Draw 2 cards and place 2 cards from your hand at the bottom of your deck in any order.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-054.png?240524
OP05-055,OP05-055,R,CHARACTER,,X.Drake,Blue,5,6000,1000,Navy/Drake Pirates/Animal Kingdom Pirates,Slash,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Look at 5 cards from the top of your deck and place them at the top or bottom of the deck in any order.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-055.png?240524
OP05-055,OP05-055_p1,R,CHARACTER,,X.Drake,Blue,5,6000,1000,Navy/Drake Pirates/Animal Kingdom Pirates,Slash,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Look at 5 cards from the top of your deck and place them at the top or bottom of the deck in any order.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-055_p1.png?240524
OP05-056,OP05-056,C,CHARACTER,,X.Barrels,Blue,2,2000,1000,Former Navy,Strike,[On Play] You may place 1 of your Characters other than this Character at the bottom of your deck: Draw 1 card.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-056.png?240524
OP05-057,OP05-057,R,EVENT,,Hound Blaze,Blue,2,-,-,Navy,-,"[Main] Up to 1 of your Leader or Character cards gains +3000 power during this turn. Then, place up to 1 Character with a cost of 2 or less at the bottom of the owner's deck.", Return up to 1 Character with a cost of 3 or less to the owner's hand.,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-057.png?240524
OP05-058,OP05-058,C,EVENT,,It's a Waste of Human Life!!,Blue,8,-,-,Navy,-,"[Main] Place all Characters with a cost of 3 or less at the bottom of the owner's deck. Then, you and your opponent trash cards from your hands until you each have 5 cards in your hands.", Place all Characters with a cost of 2 or less at the bottom of the owner's deck.,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-058.png?240524
OP05-059,OP05-059,UC,EVENT,,Let Us Begin the World of Violence!!!,Blue,5,-,-,The Four Emperors/Animal Kingdom Pirates,-,"[Main] If your Leader is multicolored, draw 1 card. Then, return up to 1 Character with a cost of 5 or less to the owner's hand."," If your Leader is multicolored, draw 2 cards.",https://en.onepiece-cardgame.com../images/cardlist/card/OP05-059.png?240524
OP05-060,OP05-060,L,LEADER,5,Monkey.D.Luffy,Purple,,5000,-,Straw Hat Crew,Strike,"[Activate: Main] [Once Per Turn] You may add 1 card from the top of your Life cards to your hand: If you have 0 or 3 or more DON!! cards on your field, add up to 1 DON!! card from your DON!! deck and set it as active.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-060.png?240524
OP05-060,OP05-060_p1,L,LEADER,5,Monkey.D.Luffy,Purple,,5000,-,Straw Hat Crew,Strike,"[Activate: Main] [Once Per Turn] You may add 1 card from the top of your Life cards to your hand: If you have 0 or 3 or more DON!! cards on your field, add up to 1 DON!! card from your DON!! deck and set it as active.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-060_p1.png?240524
OP05-061,OP05-061,UC,CHARACTER,,Uso-Hachi,Purple,3,4000,2000,Straw Hat Crew,Ranged,"[DON!! x1] [When Attacking] If you have 8 or more DON!! cards on your field, rest up to 1 of your opponent's Characters with a cost of 4 or less.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-061.png?240524
OP05-062,OP05-062,UC,CHARACTER,,O-Nami,Purple,1,1000,1000,Straw Hat Crew,Special,"If you have 10 DON!! cards on your field, this Character gains [Blocker].(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-062.png?240524
OP05-063,OP05-063,C,CHARACTER,,O-Robi,Purple,4,5000,1000,Straw Hat Crew,Strike,"[On Play] If you have 8 or more DON!! cards on your field, K.O. up to 1 of your opponent's Characters with a cost of 3 or less.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-063.png?240524
OP05-064,OP05-064,R,CHARACTER,,Killer,Purple,1,2000,1000,Kid Pirates,Slash,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Kid Pirates} type card other than [Killer] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-064.png?240524
OP05-065,OP05-065,C,CHARACTER,,San-Gorou,Purple,6,8000,1000,Straw Hat Crew,Strike,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-065.png?240524
OP05-066,OP05-066,C,CHARACTER,,Jinbe,Purple,5,6000,1000,Fish-Man/Straw Hat Crew,Strike,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Opponent's Turn] If you have 10 DON!! cards on your field, this Character gains +1000 power.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-066.png?240524
OP05-067,OP05-067,R,CHARACTER,,Zoro-Juurou,Purple,3,4000,1000,Straw Hat Crew,Slash,"[When Attacking] If you have 3 or less Life cards, add up to 1 DON!! card from your DON!! deck and set it as active.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-067.png?240524
OP05-067,OP05-067_p1,R,CHARACTER,,Zoro-Juurou,Purple,3,4000,1000,Straw Hat Crew,Slash,"[When Attacking] If you have 3 or less Life cards, add up to 1 DON!! card from your DON!! deck and set it as active.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-067_p1.png?240524
OP05-068,OP05-068,C,CHARACTER,,Chopa-Emon,Purple,2,3000,1000,Animal/Straw Hat Crew,Wisdom,"[On Play] If you have 8 or more DON!! cards on your field, set up to 1 of your purple {Straw Hat Crew} type Characters with 6000 power or less as active.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-068.png?240524
OP05-069,OP05-069,SR,CHARACTER,,Trafalgar Law,Purple,3,5000,-,Heart Pirates,Slash,"[When Attacking] If your opponent has more DON!! cards on their field than you, look at 5 cards from the top of your deck; reveal up to 1 {Heart Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-069.png?240524
OP05-069,OP05-069_p1,SR,CHARACTER,,Trafalgar Law,Purple,3,5000,-,Heart Pirates,Slash,"[When Attacking] If your opponent has more DON!! cards on their field than you, look at 5 cards from the top of your deck; reveal up to 1 {Heart Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-069_p1.png?240524
OP05-069,OP05-069_p2,SR,CHARACTER,,Trafalgar Law,Purple,3,5000,-,Heart Pirates,Slash,"[When Attacking] If your opponent has more DON!! cards on their field than you, look at 5 cards from the top of your deck; reveal up to 1 {Heart Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-069_p2.png?240524
OP05-070,OP05-070,UC,CHARACTER,,Fra-Nosuke,Purple,5,4000,2000,Straw Hat Crew,Strike,"[DON!! x1] If you have 8 or more DON!! cards on your field, this Character gains [Rush].(This card can attack on the turn in which it is played.)",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-070.png?240524
OP05-071,OP05-071,R,CHARACTER,,Bepo,Purple,3,5000,-,Minks/Heart Pirates,Strike,"[When Attacking] If your opponent has more DON!! cards on their field than you, give up to 1 of your opponent's Characters −2000 power during this turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-071.png?240524
OP05-072,OP05-072,C,CHARACTER,,Hone-Kichi,Purple,4,6000,-,Straw Hat Crew,Slash,"[On Play] If you have 8 or more DON!! cards on your field, give up to 2 of your opponent's Characters −2000 power during this turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-072.png?240524
OP05-073,OP05-073,UC,CHARACTER,,Miss Doublefinger(Zala),Purple,4,4000,2000,Baroque Works,Slash,[On Play] You may trash 1 card from your hand: Add up to 1 DON!! card from your DON!! deck and rest it., DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Play this card.,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-073.png?240524
OP05-074,OP05-074,SR,CHARACTER,,"Eustass""Captain""Kid",Purple,5,6000,1000,Kid Pirates,Special,"[Blocker][Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, add up to 1 DON!! card from your DON!! deck and set it as active.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-074.png?240524
OP05-074,OP05-074_p1,SR,CHARACTER,,"Eustass""Captain""Kid",Purple,5,6000,1000,Kid Pirates,Special,"[Blocker][Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, add up to 1 DON!! card from your DON!! deck and set it as active.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-074_p1.png?240524
OP05-074,OP05-074_p2,SR,CHARACTER,,"Eustass""Captain""Kid",Purple,5,6000,1000,Kid Pirates,Special,"[Blocker][Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, add up to 1 DON!! card from your DON!! deck and set it as active.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-074_p2.png?240524
OP05-075,OP05-075,C,CHARACTER,,Mr.1(Daz.Bonez),Purple,1,1000,1000,Baroque Works,Slash,[On Your Opponent's Attack] [Once Per Turn] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Play up to 1 {Baroque Works} type Character card with a cost of 3 or less from your hand.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-075.png?240524
OP05-076,OP05-076,R,EVENT,,When You're at Sea You Fight against Pirates!!,Purple,1,-,-,Land of Wano,-,"[Main] Look at 3 cards from the top of your deck; reveal up to 1 {Straw Hat Crew}, {Kid Pirates}, or {Heart Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.", Activate this card's [Main] effect.,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-076.png?240524
OP05-077,OP05-077,C,EVENT,,Gamma Knife,Purple,2,-,-,Heart Pirates,-,[Main] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Give up to 1 of your opponent's Characters −5000 power during this turn., Add up to 1 DON!! card from your DON!! deck and set it as active.,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-077.png?240524
OP05-078,OP05-078,UC,EVENT,,Punk Rotten,Purple,2,-,-,Kid Pirates,-,[Main] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Up to 1 of your {Kid Pirates} type Leader or Character cards gains +5000 power during this turn., Add up to 1 DON!! card from your DON!! deck and set it as active.,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-078.png?240524
OP05-079,OP05-079,UC,CHARACTER,,Viola,Black,2,3000,1000,Dressrosa,Special,[On Play] Your opponent places 3 cards from their trash at the bottom of their deck in any order.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-079.png?240524
OP05-080,OP05-080,UC,CHARACTER,,Elizabello II,Black,4,5000,1000,Kingdom of Prodence/Dressrosa,Strike,[When Attacking] [Once Per Turn] You may return 20 cards from your trash to your deck and shuffle it: This Character gains [Double Attack] and +10000 power during this battle.(This card deals 2 damage.),,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-080.png?240524
OP05-081,OP05-081,UC,CHARACTER,,One-Legged Toy Soldier,Black,2,-,2000,Dressrosa,Strike,[Activate: Main] You may trash this Character: Give up to 1 of your opponent's Characters −3 cost during this turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-081.png?240524
OP05-082,OP05-082,R,CHARACTER,,Shirahoshi,Black,1,-,2000,Merfolk,Wisdom,"[Activate: Main] You may rest this Character and place 2 cards from your trash at the bottom of your deck in any order: If your opponent has 6 or more cards in their hand, your opponent trashes 1 card from their hand.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-082.png?240524
OP05-083,OP05-083,C,CHARACTER,,Sterry,Black,2,4000,1000,Goa Kingdom,Wisdom,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-083.png?240524
OP05-084,OP05-084,C,CHARACTER,,Saint Charlos,Black,3,-,1000,Celestial Dragons,Ranged,"[Your Turn] If the only Characters on your field are {Celestial Dragons} type Characters, give all of your opponent's Characters −4 cost.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-084.png?240524
OP05-085,OP05-085,UC,CHARACTER,,Nefeltari Cobra,Black,2,1000,1000,Alabasta,Wisdom,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Trash 1 card from the top of your deck.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-085.png?240524
OP05-086,OP05-086,R,CHARACTER,,Nefeltari Vivi,Black,1,1000,1000,Alabasta,Wisdom,"If you have 10 or more cards in your trash, this Character gains [Blocker].(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-086.png?240524
OP05-087,OP05-087,C,CHARACTER,,Hakuba,Black,5,6000,1000,Dressrosa/Beautiful Pirates,Slash,[DON!! x1] [When Attacking] You may K.O. 1 of your Characters other than this Character: Give up to 1 of your opponent's Characters −5 cost during this turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-087.png?240524
OP05-088,OP05-088,R,CHARACTER,,Mansherry,Black,1,-,1000,The Tontattas/Dressrosa,Special,[Activate: Main] ➀ (You may rest the specified number of DON!! cards in your cost area.) You may rest this Character and place 2 cards from your trash at the bottom of your deck in any order: Add up to 1 black Character card with a cost of 3 to 5 from your trash to your hand.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-088.png?240524
OP05-088,OP05-088_p1,R,CHARACTER,,Mansherry,Black,1,-,1000,The Tontattas/Dressrosa,Special,[Activate: Main] ➀ (You may rest the specified number of DON!! cards in your cost area.) You may rest this Character and place 2 cards from your trash at the bottom of your deck in any order: Add up to 1 black Character card with a cost of 3 to 5 from your trash to your hand.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-088_p1.png?240524
OP05-089,OP05-089,C,CHARACTER,,Saint Mjosgard,Black,5,1000,1000,Celestial Dragons,Wisdom,[Activate: Main] ➀ (You may rest the specified number of DON!! cards in your cost area.) You may rest this Character and 1 of your Characters: Add up to 1 black Character card with a cost of 1 from your trash to your hand.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-089.png?240524
OP05-090,OP05-090,C,CHARACTER,,Riku Doldo III,Black,4,5000,1000,Dressrosa,Wisdom,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play]/[On K.O.] Up to 1 of your {Dressrosa} type Characters gains +2000 power during this turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-090.png?240524
OP05-091,OP05-091,SR,CHARACTER,,Rebecca,Black,4,-,1000,Dressrosa,Wisdom,"[Blocker][On Play] Add up to 1 black Character card with a cost of 3 to 7 other than [Rebecca] from your trash to your hand. Then, play up to 1 black Character card with a cost of 3 or less from your hand rested.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-091.png?240524
OP05-091,OP05-091_p1,SR,CHARACTER,,Rebecca,Black,4,-,1000,Dressrosa,Wisdom,"[Blocker][On Play] Add up to 1 black Character card with a cost of 3 to 7 other than [Rebecca] from your trash to your hand. Then, play up to 1 black Character card with a cost of 3 or less from your hand rested.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-091_p1.png?240524
OP05-092,OP05-092,C,CHARACTER,,Saint Rosward,Black,5,-,1000,Celestial Dragons,Ranged,"[Your Turn] If the only Characters on your field are {Celestial Dragons} type Characters, give all of your opponent's Characters −6 cost.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-092.png?240524
OP05-093,OP05-093,SR,CHARACTER,,Rob Lucci,Black,4,6000,-,CP0,Strike,[On Play] You may place 3 cards from your trash at the bottom of your deck in any order: K.O. up to 1 of your opponent's Characters with a cost of 2 or less and up to 1 of your opponent's Characters with a cost of 1 or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-093.png?240524
OP05-093,OP05-093_p1,SR,CHARACTER,,Rob Lucci,Black,4,6000,-,CP0,Strike,[On Play] You may place 3 cards from your trash at the bottom of your deck in any order: K.O. up to 1 of your opponent's Characters with a cost of 2 or less and up to 1 of your opponent's Characters with a cost of 1 or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-093_p1.png?240524
OP05-094,OP05-094,R,EVENT,,Haute Couture Patch★Work,Black,1,-,-,The Tontattas/Dressrosa,-,"[Main] Give up to 1 of your opponent's Characters −3 cost during this turn. Then, up to 1 of your opponent's Characters with a cost of 0 will not become active in the next Refresh Phase.", Draw 2 cards and trash 1 card from your hand.,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-094.png?240524
OP05-095,OP05-095,C,EVENT,,Dragon Claw,Black,2,-,-,Dressrosa/Revolutionary Army,-,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, if you have 15 or more cards in your trash, K.O. up to 1 of your opponent's Characters with a cost of 4 or less.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-095.png?240524
OP05-096,OP05-096,UC,EVENT,,I Bid 500 Million!!,Black,3,-,-,Celestial Dragons,-,"[Main] Choose one:• K.O. up to 1 of your opponent's Characters with a cost of 1 or less.• Return up to 1 of your opponent's Characters with a cost of 1 or less to the owner's hand.• Place up to 1 of your opponent's Characters with a cost of 1 or less at the top or bottom of their Life cards face-up.Then, if you have a {Celestial Dragons} type Character, draw 1 card."," K.O. up to 1 of your opponent's Characters with a cost of 6 or less, or return it to the owner's hand.",https://en.onepiece-cardgame.com../images/cardlist/card/OP05-096.png?240524
OP05-097,OP05-097,C,STAGE,,Mary Geoise,Black,1,-,-,Mary Geoise,-,[Your Turn] The cost of playing {Celestial Dragons} type Character cards with a cost of 2 or more from your hand will be reduced by 1.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-097.png?240524
OP05-098,OP05-098,L,LEADER,4,Enel,Yellow,,5000,-,Sky Island,Special,"[Opponent's Turn] [Once Per Turn] When your number of Life cards becomes 0, add 1 card from the top of your deck to the top of your Life cards. Then, trash 1 card from your hand.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-098.png?240524
OP05-098,OP05-098_p1,L,LEADER,4,Enel,Yellow,,5000,-,Sky Island,Special,"[Opponent's Turn] [Once Per Turn] When your number of Life cards becomes 0, add 1 card from the top of your deck to the top of your Life cards. Then, trash 1 card from your hand.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-098_p1.png?240524
OP05-099,OP05-099,UC,CHARACTER,,Amazon,Yellow,3,-,1000,Sky Island,Wisdom,"[On Your Opponent's Attack] You may rest this Character: Your opponent may trash 1 card from the top of their Life cards. If they do not, give up to 1 of your opponent's Leader or Character cards −2000 power during this turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-099.png?240524
OP05-100,OP05-100,SR,CHARACTER,,Enel,Yellow,7,7000,-,Sky Island,Special,"[Rush][Once Per Turn] If this Character would leave the field, you may trash 1 card from the top of your Life cards instead. If there is a [Monkey.D.Luffy] Character, this effect is negated.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-100.png?240524
OP05-100,OP05-100_p1,SR,CHARACTER,,Enel,Yellow,7,7000,-,Sky Island,Special,"[Rush][Once Per Turn] If this Character would leave the field, you may trash 1 card from the top of your Life cards instead. If there is a [Monkey.D.Luffy] Character, this effect is negated.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-100_p1.png?240524
OP05-100,OP05-100_p2,SP CARD,CHARACTER,,Enel,Yellow,7,7000,-,Sky Island,Special,"[Rush][Once Per Turn] If this Character would leave the field, you may trash 1 card from the top of your Life cards instead. If there is a [Monkey.D.Luffy] Character, this effect is negated.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-100_p2.png?240524
OP05-101,OP05-101,R,CHARACTER,,Ohm,Yellow,4,5000,1000,Sky Island/Vassals,Slash,"If you have 2 or less Life cards, this Character gains +1000 power.[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Holly] and add it to your hand. Then, place the rest at the bottom of your deck in any order and play up to 1 [Holly] from your hand.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-101.png?240524
OP05-102,OP05-102,R,CHARACTER,,Gedatsu,Yellow,5,6000,1000,Sky Island/Vassals,Strike,[On Play] K.O. up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-102.png?240524
OP05-102,OP05-102_p1,R,CHARACTER,,Gedatsu,Yellow,5,6000,1000,Sky Island/Vassals,Strike,[On Play] K.O. up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-102_p1.png?240524
OP05-103,OP05-103,UC,CHARACTER,,Kotori,Yellow,3,3000,1000,Sky Island,Special,"[On Play] If you have [Hotori], K.O. up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-103.png?240524
OP05-104,OP05-104,UC,CHARACTER,,Conis,Yellow,1,-,2000,Sky Island,Wisdom,[On Play] You may place 1 of your Stages at the bottom of your deck: Draw 1 card and trash 1 card from your hand.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-104.png?240524
OP05-105,OP05-105,R,CHARACTER,,Satori,Yellow,5,5000,2000,Sky Island/Vassals,Strike,-, You may trash 1 card from your hand: Play this card.,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-105.png?240524
OP05-106,OP05-106,R,CHARACTER,,Shura,Yellow,2,2000,1000,Sky Island/Vassals,Slash,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Sky Island} type card other than [Shura] and add it to your hand. Then, place the rest at the bottom of your deck in any order.", Play this card.,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-106.png?240524
OP05-107,OP05-107,C,CHARACTER,,Lieutenant Spacey,Yellow,3,4000,1000,The Moon,Ranged,"[Your Turn] [Once Per Turn] When a card is added to your hand from your Life, this Character gains +2000 power during this turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-107.png?240524
OP05-108,OP05-108,C,CHARACTER,,Nola,Yellow,5,7000,1000,Animal/Sky Island,Strike,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-108.png?240524
OP05-109,OP05-109,C,CHARACTER,,Pagaya,Yellow,1,1000,1000,Sky Island,Wisdom,"[Once Per Turn] When a [Trigger] activates, draw 2 cards and trash 2 cards from your hand.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-109.png?240524
OP05-110,OP05-110,C,CHARACTER,,Holly,Yellow,3,5000,1000,Animal/Sky Island,Strike,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-110.png?240524
OP05-111,OP05-111,UC,CHARACTER,,Hotori,Yellow,3,3000,1000,Sky Island,Special,[On Play] You may play 1 [Kotori] from your hand: Add up to 1 of your opponent's Characters with a cost of 3 or less to the top or bottom of your opponent's Life cards face-up.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-111.png?240524
OP05-112,OP05-112,C,CHARACTER,,Captain McKinley,Yellow,3,3000,1000,Sky Island,Wisdom,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] Play up to 1 {Sky Island} type Character card with a cost of 1 from your hand.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-112.png?240524
OP05-113,OP05-113,C,CHARACTER,,Yama,Yellow,2,2000,1000,Sky Island,Slash,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-113.png?240524
OP05-114,OP05-114,UC,EVENT,,El Thor,Yellow,1,-,-,Sky Island,-,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if your opponent has 2 or less Life cards, that card gains an additional +2000 power during this battle.", K.O. up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards.,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-114.png?240524
OP05-115,OP05-115,R,EVENT,,Two-Hundred Million Volts Amaru,Yellow,2,-,-,Sky Island,-,"[Main] Up to 1 of your Leader or Character cards gains +3000 power during this turn. Then, if you have 1 or less Life cards, rest up to 1 of your opponent's Characters with a cost of 4 or less.", You may trash 2 cards from your hand: Add up to 1 card from the top of your deck to the top of your Life cards.,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-115.png?240524
OP05-116,OP05-116,C,EVENT,,Hino Bird Zap,Yellow,2,-,-,Sky Island,-,[Main] K.O. up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards., Activate this card's [Main] effect.,https://en.onepiece-cardgame.com../images/cardlist/card/OP05-116.png?240524
